|company_name|raised_amount_usd|market|funding_total_usd|status|country_code|city|funding_rounds|founded_year|sector
8525|Sqord|938000.0||||||||
8526|Sqrl|550000.0|CRM|550000.0|operating|USA|Cincinnati|1.0|2013.0|sales, marketing and advertising
8527|Sqrrl|2000000.0|Analytics|7200000.0|operating|USA|Cambridge|2.0|2012.0|technology
8528|SquareHook|600000.0|Curated Web|600000.0|operating|USA|Salt Lake City|1.0|2012.0|services
8529|SquareOne Mail|150000.0|Email|150000.0|operating|USA|San Francisco|2.0|2012.0|technology
8530|SquareTrade|700000.0||||||||
8531|Squawka|3000000.0|Advertising|3000000.0|operating|GBR|London|1.0|2012.0|sales, marketing and advertising
8532|Squee|65372.0||||||||
8533|Squid Facil|87000.0|SaaS|87000.0|operating|BRA|Sorocaba|1.0|2012.0|services
8534|Sqwiggle|1100000.0|Software|1100000.0|operating|USA|San Francisco|1.0|2013.0|technology
8535|Sr.Pago|1100000.0|E-Commerce Platforms|1100000.0|operating|MEX|Mexico City|1.0|2010.0|online platforms and marketplaces
8536|StARTinitiative|100000.0|Technology|100000.0|operating|USA|Los Angeles|1.0|2013.0|technology
8537|StackAdapt|900000.0|Internet Marketing|900000.0|operating|CAN|Toronto|1.0|2013.0|sales, marketing and advertising
8538|StackBlaze|54993.0|PaaS|54993.0|closed|GBR|Hove|1.0|2011.0|services
8539|StackEngine|1000000.0|Developer Tools|1000000.0|operating|USA|Austin|1.0|2014.0|technology
8540|StackSocial|800000.0|Apps|800000.0|operating|USA|Venice|2.0|2011.0|technology
8541|Stackify|2000000.0|Information Technology|2000000.0||USA|Kansas City|1.0|2012.0|technology
8542|Stackops|457104.0|Infrastructure|457104.0|operating|ESP|Madrid|1.0|2011.0|industrial
8543|Stackpop|500000.0|Enterprise Software|870000.0|operating|USA|New York|2.0|2011.0|technology
8544|Stadius|250000.0|Messaging|250000.0||USA|Seattle|1.0|2012.0|online platforms and marketplaces
8545|Stageit|40000.0|Internet|40000.0|operating|USA|Los Angeles|1.0|2010.0|technology
8546|Stagend.com|100000.0|Nightclubs|100000.0|operating|CHE|Lugano|1.0|2010.0|events, travels, leisure and entertainment
8547|Stakeforce|10000.0|Sustainability|10000.0|closed|USA|San Diego|1.0|2009.0|animals, plants and environment
8548|Stamp.it|225000.0|Retail|225000.0|operating|GBR|London|1.0|2012.0|other consumer retail
8549|Stamped|3000000.0||||||||
8550|Stamplay|64300.0|Software|227668.0|operating|GBR|London|2.0|2012.0|technology
8551|Stampsy|730000.0|Curated Web|755000.0||HKG|Wan Chai|2.0|2012.0|services
8552|Stand In|118000.0|Design|118000.0|operating|USA|Portland|2.0|2013.0|services
8553|Stand Offer|4500.0||||||||
8554|Standard Treasury|2700000.0|Enterprise Software|2700000.0|operating|USA|San Francisco|1.0|2013.0|technology
8555|Standing Cloud|2000003.0|Enterprise Software|10500003.0|acquired|USA|Boulder|6.0|2009.0|technology
8556|Staq.|1125000.0|Advertising|3625000.0|operating|USA|New York|2.0|2012.0|sales, marketing and advertising
8557|Star Fever Agency|550000.0||||||||
8558|Star Stable Entertainment AB|179232.0|Games|179232.0|operating|SWE|Stockholm|1.0|2010.0|events, travels, leisure and entertainment
8559|StarBlock.com|250000.0|Technology|250000.0|operating|USA|Waconia|1.0|2012.0|technology
8560|Starbates|20000.0|Coupons|20000.0|closed|USA|Fullerton|1.0|2012.0|other consumer retail
8561|Starfish 360|333355.0|Curated Web|333355.0|operating|GBR|Wilmslow|1.0|2010.0|services
8562|StartBull|99824.0||||||||
8563|StartDate Labs|2430000.0|Software|4454995.0|operating|USA|Lebanon|3.0|2010.0|technology
8564|StartSpanish|40000.0|Language Learning|440000.0|operating|USA|San Diego|2.0|2012.0|education
8565|StartWire|750000.0|Collaboration|5500000.0|operating|USA|Lebanon|3.0|2010.0|services
8566|Startcapps|154524.0|Games|154524.0|operating|BRA||1.0|2011.0|events, travels, leisure and entertainment
8567|StartersFund|99362.0|Venture Capital|99362.0|operating|GRC|Athens|1.0|2011.0|financials
8568|Startup Freak|10000.0|Startups|10000.0|operating|IND|Bangalore|1.0|2012.0|services
8569|Startup Quest|100000.0|Automotive|100000.0|operating|USA|Boulder|1.0|2012.0|automotive
8570|Startup Stock Exchange|175000.0||||||||
8571|Startup Threads|40000.0|E-Commerce|40000.0|operating|CHL|Santiago|1.0|2011.0|online platforms and marketplaces
8572|Startupi|300000.0|News|300000.0|operating|USA|New York|1.0|2008.0|events, travels, leisure and entertainment
8573|Startups|2300000.0|Consulting|2300000.0|operating|USA||1.0|2005.0|services
8574|Startupxplore|135969.0|Venture Capital|135969.0|operating|ESP|Valencia|1.0|2014.0|financials
8575|StashMetrics|107504.0|Analytics|107504.0|operating|GBR|London|2.0|2014.0|technology
8576|StatAce|122749.0||||||||
8577|StatSims.com|663800.0|Games|663800.0|operating|USA|Indianapolis|1.0|2011.0|events, travels, leisure and entertainment
8578|StatSocial|1100000.0|Analytics|1100000.0|operating|USA|New York|1.0|2012.0|technology
8579|State|163510.0|Social Media|14163510.0|operating|GBR|London|3.0|2010.0|online platforms and marketplaces
8580|State of Ambition|94754.0|Nonprofits|213370.0|operating|||3.0|2013.0|no-profit and government
8581|Stateless Networks|1800000.0|Software|1800000.0|operating|||1.0|2012.0|technology
8582|StatsMix|12000.0|Enterprise Software|12000.0|acquired|||1.0|2009.0|technology
8583|Status Overload|250000.0|Facebook Applications|250000.0|closed|||1.0|2009.0|technology
8584|StatusNet|1125000.0||||||||
8585|Statzup|275177.0|Startups|275177.0|operating|HUN|Budapest|1.0|2014.0|services
8586|Stax Networks|500000.0|Curated Web|750000.0|acquired|USA|Seattle|3.0|2008.0|services
8587|StayNTouch|2100000.0|Hotels|2700000.0|operating|USA|Bethesda|2.0|2012.0|events, travels, leisure and entertainment
8588|Stayful|2400000.0|Travel|2400000.0|operating|USA|New York|1.0|2013.0|events, travels, leisure and entertainment
8589|Stayzilla|500000.0|E-Commerce|500000.0|operating|IND|Chennai|2.0|2005.0|online platforms and marketplaces
8590|SteadyFare|25000.0|Travel|25000.0|closed|||1.0|2012.0|events, travels, leisure and entertainment
8591|Stealz|423000.0|Social Media Marketing|423000.0||USA|Raleigh|1.0|2013.0|sales, marketing and advertising
8592|Steel Steed Studio|90000.0|Games|90000.0||BLR|Minsk|1.0|2011.0|events, travels, leisure and entertainment
8593|StellaService|1749999.0|E-Commerce|23949999.0|operating|USA|New York|5.0|2009.0|online platforms and marketplaces
8594|Stellar|3000000.0|Nonprofits|3000000.0|operating|USA|San Francisco|1.0|2013.0|no-profit and government
8595|Stellar Biotechnologies|1613700.0|Biotechnology|17566976.0||USA|Port Hueneme Cbc Base|6.0|1999.0|technology
8596|Stellarcasa SA|410076.0|Music Services|410076.0|operating|||1.0|2014.0|events, travels, leisure and entertainment
8597|Stellarray|750000.0|Manufacturing|750000.0|operating|USA|Austin|1.0|2007.0|industrial
8598|Stemnion|570746.0|Biotechnology|570746.0|operating|USA|Pittsburgh|1.0|2001.0|technology
8599|Step Ahead Innovations|320000.0|Water|639399.0|operating|USA|Williston|3.0|2011.0|primary sector
8600|StepOut|1200000.0|Social Media|1347000.0|acquired|||2.0|2008.0|online platforms and marketplaces
8601|StepsAway|1600000.0|Mobile Software Tools|4000000.0|operating|USA|North Hollywood|2.0|2012.0|technology
8602|Stepsss|34419.0|Sports|68497.0|operating|BGR|Sofia|2.0|2014.0|events, travels, leisure and entertainment
8603|Sterling Hospice Partners|650000.0|Health and Wellness|650000.0|operating|USA|Dallas|1.0|2009.0|healthcare
8604|SterraClimb|1500000.0|Robotics|1500000.0|operating|USA|Princeton|1.0|2005.0|technology
8605|Stevie|1500000.0|Social Media|2100000.0|operating|ISR|Tel Aviv|3.0|2011.0|online platforms and marketplaces
8606|Sticher|100000.0|Music|100000.0|operating|USA|San Francisco|1.0|2008.0|events, travels, leisure and entertainment
8607|Stick and Play|100000.0|Startups|100000.0|operating|POL|Warsaw|1.0|2012.0|services
8608|Stickybits|300000.0|Mobile|1900000.0|closed|USA|New York|2.0|2009.0|consumer electronics
8609|Stiki Digital|100000.0|Curated Web|325000.0|closed|USA|Sunnyvale|3.0|2007.0|services
8610|Stillwater Supercomputing|250000.0|Cloud Computing|250000.0|operating|USA|El Dorado Hills|1.0|2007.0|technology
8611|Stilnest|1900000.0||||||||
8612|Stipple|2000000.0|Advertising|14379000.0|operating|USA|San Francisco|4.0|2010.0|sales, marketing and advertising
8613|Stipso|310000.0|Data Visualization|310000.0|operating|GBR|Edinburgh|1.0|2010.0|technology
8614|Stir|1500000.0|Health and Wellness|1500000.0|operating|USA|Pasadena|1.0|2012.0|healthcare
8615|Stirplate.io|20000.0|Data Center Automation|20000.0|operating|||1.0|2013.0|technology
8616|Stitch|8654000.0||||||||
8617|Stitch Labs|1000000.0|Retail Technology|8000000.0|operating|USA|San Francisco|3.0|2011.0|technology
8618|StitcherAds|2581877.0|Facebook Applications|4065607.0|operating|||2.0|2009.0|technology
8619|Stocard|850000.0|Mobile|2150000.0|operating|DEU|Mannheim|2.0|2011.0|consumer electronics
8620|Stock Manufacturing Company|20000.0|Retail|20000.0|operating|USA|Chicago|1.0|2012.0|other consumer retail
8621|StockStreams|79559.0|Finance Technology|79559.0|operating|||1.0|2013.0|financials
8622|StockUp|3304810.0|Mobile|3304810.0|operating|USA|Washington|1.0|2013.0|consumer electronics
8623|Stockr|1500000.0|Finance|1500000.0|operating|USA|Santa Monica|3.0|2010.0|financials
8624|Stolen Couch Games|315000.0|Games|315000.0|operating|NLD||1.0|2010.0|events, travels, leisure and entertainment
8625|Stopango|19299.0|Travel|19299.0|operating|POL|Szczecin|1.0|2009.0|events, travels, leisure and entertainment
8626|StorPool|261620.0|Data Center Infrastructure|261620.0|operating|||2.0|2011.0|technology
8627|Storage By The Box|250000.0|Curated Web|250000.0|closed|USA|Chicago|1.0|2009.0|services
8628|Store Vantage|500000.0|Enterprises|500000.0|operating|USA|San Francisco|1.0|2012.0|industrial
8629|Storehouse|1500000.0|Photography|8500000.0|operating|USA|San Francisco|2.0|2013.0|events, travels, leisure and entertainment
8630|Storenvy|1525000.0|Web Development|6525000.0|operating|USA|San Francisco|2.0|2010.0|technology
8631|Storific|136730.0|iPhone|436730.0|operating|FRA|Paris|2.0|2010.0|consumer electronics
8632|Storitz|50000.0|Software|1550000.0|operating|USA|Los Angeles|2.0|2010.0|technology
8633|StorkUp.com|736000.0|E-Commerce|736000.0|operating|GBR|Glasgow|1.0|2012.0|online platforms and marketplaces
8634|Storm Media Innovations Inc|100000.0|E-Commerce|100000.0|closed|CAN|Vancouver|1.0|2000.0|online platforms and marketplaces
8635|StormMQ|149167.0|PaaS|149167.0|operating|GBR|Skipton|1.0|2010.0|services
8636|StormPins|700000.0|Social Television|700000.0|operating|||1.0|2013.0|events, travels, leisure and entertainment
8637|Stormpulse|2782500.0||||||||
8638|Storrz|100000.0|Online Shopping|100000.0|closed|IND|Bangalore|1.0|2007.0|online platforms and marketplaces
8639|Story2|1020000.0||||||||
8640|StoryBox|350000.0|Media|2350000.0|operating|USA|San Francisco|2.0|2010.0|online platforms and marketplaces
8641|StoryPress|565000.0||||||||
8642|StoryToys|2200000.0||||||||
8643|StoryWorth|167000.0|Baby Boomers|167000.0|operating|USA|San Francisco|1.0|2012.0|other consumer retail
8644|Storybricks|815000.0|Artificial Intelligence|815000.0|operating|USA|San Diego|1.0|2010.0|technology
8645|Storybyte|125000.0|Parenting|125000.0|operating|USA|Scottsdale|1.0|2013.0|education
8646|Storytime Studios|500000.0|Content|500000.0|operating|USA|Santa Monica|2.0|2012.0|events, travels, leisure and entertainment
8647|Straker Translations|300000.0|Web CMS|300000.0|operating|NZL|Auckland|1.0|1999.0|technology
8648|Strap|1220000.0||||||||
8649|StrataCloud|2000000.0|Virtualization|2000000.0|operating|USA|Atlanta|1.0|2014.0|technology
8650|Stratasan|1231756.0||||||||
8651|Strategy Store|170000.0|Finance|270000.0|operating|RUS|Moscow|2.0|2013.0|financials
8652|Stratopy|45000.0|iPhone|45000.0|operating|USA|Houston|1.0|2010.0|consumer electronics
8653|Stratus5|500000.0|Cloud Management|500000.0|operating|USA|Lucerne Valley|1.0|2007.0|technology
8654|Stray Boots|25000.0|Travel|2225000.0|operating|USA|New York|3.0|2009.0|events, travels, leisure and entertainment
8655|Stream Tags|16000.0|Apps|16000.0|operating|||1.0|2012.0|technology
8656|Streaming Era|170000.0|Education|205000.0|operating|ISR|Holon|3.0|2011.0|education
8657|Streamup|250000.0|Curated Web|250000.0|operating|USA|Santa Monica|1.0|2013.0|services
8658|Streamweaver|1099998.0||||||||
8659|Streem|875000.0|Cloud Computing|875000.0|acquired|USA|San Francisco|1.0|2012.0|technology
8660|Streemio|200000.0|Advertising|200000.0|operating|GHA|Accra|1.0|2010.0|sales, marketing and advertising
8661|StreetHawk|1000.0|Shopping|1000.0|operating|AUS|Sydney|1.0|2011.0|other consumer retail
8662|StreetHub|1200000.0|Curated Web|1200000.0|operating|GBR|London|1.0|2013.0|services
8663|StreetInvestor|40000.0|Finance|40000.0|operating|CHL|Santiago|1.0|2012.0|financials
8664|StreetOwl|95000.0||||||||
8665|StreetShares|1200000.0|Financial Services|1200000.0|operating|||1.0|2014.0|financials
8666|StreetSpark|750000.0|Location Based Services|750000.0|closed|GBR|London|1.0|2009.0|services
8667|Stremor|2000000.0|Search|2000000.0|operating|USA|Scottsdale|1.0|2011.0|technology
8668|Stretchr|25000.0|Software|25000.0|operating|USA|Longmont|1.0|2013.0|technology
8669|Strikingly|1500000.0|Mobile|1500000.0|operating|USA|Sunnyvale|2.0|2013.0|consumer electronics
8670|Stripe|2000000.0|Credit Cards|120000000.0|operating|USA|San Francisco|5.0|2010.0|financials
8671|Stroho|135000.0||||||||
8672|Strong Arm Technologies|100000.0|Health and Wellness|715000.0|operating|USA|Rochester|2.0|2011.0|healthcare
8673|StrongLoop|1000000.0|Distribution|9000000.0|operating|USA|San Mateo|2.0|2013.0|services
8674|StrongSteam|40000.0|Software|40000.0|operating|CHL|Santiago|1.0|2011.0|technology
8675|Stroodle|195420.0|Mobile|195420.0|closed|ITA|Bozen|1.0|2010.0|consumer electronics
8676|Strut|1500000.0|Mobile Commerce|1500000.0|operating|USA|San Francisco|1.0|2013.0|online platforms and marketplaces
8677|Strutta|1200000.0|Software|1583166.0|operating|CAN|Vancouver|2.0|2007.0|technology
8678|StuRents.com|168403.0||||||||
8679|Student Film Channel|25000.0|Digital Media|25000.0|operating|USA|Chicago|1.0|2013.0|events, travels, leisure and entertainment
8680|Student Loan Hero|65000.0||||||||
8681|StudentConnect|48000.0|Education|48000.0|operating|||1.0|2014.0|education
8682|StudentFunder|157436.0||||||||
8683|Studio Pangea|40000.0|Games|40000.0|operating|CHL|Santiago|1.0|2011.0|events, travels, leisure and entertainment
8684|StudioSnaps|40000.0|Advertising|40000.0|operating|CHL|Santiago|1.0|2011.0|sales, marketing and advertising
8685|StudyCloud|110000.0|Software|110000.0|operating|USA|Chicago|1.0|2010.0|technology
8686|StudySoup|100000.0|Education|100000.0|operating|USA|San Francisco|1.0|2012.0|education
8687|StudyTube|1977372.0||||||||
8688|StuffBuff|250000.0|Advertising|250000.0|operating|USA|New York|1.0|2009.0|sales, marketing and advertising
8689|Stuffle|1275490.0||||||||
8690|StumbleUpon|1500000.0|Curated Web|18500000.0|acquired|USA|New York|4.0|2002.0|services
8691|Stumpedia|100000.0|Social Media|100000.0|operating|||1.0|2008.0|online platforms and marketplaces
8692|Stunable|250000.0|Supply Chain Management|250000.0|operating|USA|New York|1.0|2011.0|services
8693|Stunn|34623.0|Video Streaming|68694.0|operating|DEU|Berlin|2.0|2013.0|technology
8694|Styky|100000.0|Mobile|100000.0|operating|USA|Philadelphia|1.0|2003.0|consumer electronics
8695|StyleFactory|500000.0|Crowdsourcing|500000.0|operating|USA|New York|1.0|2010.0|online platforms and marketplaces
8696|StyleFeeder|1000000.0|Social Buying|3500000.0|acquired|USA|Cambridge|3.0|2006.0|online platforms and marketplaces
8697|StyleHop|570000.0|Crowdsourcing|570000.0|operating|USA|Maplewood|1.0|2009.0|online platforms and marketplaces
8698|StyleSaint|1500000.0|Lifestyle|5800000.0|operating|USA|Los Angeles|2.0|2013.0|events, travels, leisure and entertainment
8699|StyleSeat|4700000.0||||||||
8700|StyleSeek|1750000.0||||||||
8701|StyleTrek|1500000.0|Fashion|1500000.0|closed|USA|New York|1.0|2010.0|other consumer retail
8702|StyleZen|20000.0|Fashion|20000.0|closed|USA|Cincinnati|1.0|2011.0|other consumer retail
8703|Stylechi|227287.0|E-Commerce|227287.0|operating|GBR|London|1.0|2011.0|online platforms and marketplaces
8704|Stylect|588472.0||||||||
8705|Stylefie|170000.0||||||||
8706|Stylefinch|27034.0|Curated Web|27034.0|operating|FRA|Irles|1.0|2012.0|services
8707|Stylewhile|300000.0|E-Commerce|300000.0|operating|FIN|Helsinki|1.0|2012.0|online platforms and marketplaces
8708|Styloola|495675.0||||||||
8709|SubHub|1000000.0|Web Hosting|1000000.0|operating|GBR|Cardiff|2.0|2005.0|technology
8710|Subarctic Limited|15000.0|Data Security|15000.0|operating|||1.0|2013.0|technology
8711|Subimage|585000.0||||||||
8712|SubtleData|500000.0|Mobile|500000.0|closed|USA|Austin|1.0|2011.0|consumer electronics
8713|SuccessNexus.com|75000.0|E-Commerce|75000.0|operating|IND|Mumbai|1.0|2010.0|online platforms and marketplaces
8714|SuccessTSM|175000.0|Software|175000.0|operating|USA|East Stroudsburg|1.0|2010.0|technology
8715|SuddenValues|1200000.0|E-Commerce|1200000.0|operating|USA|Wenatchee|1.0|1998.0|online platforms and marketplaces
8716|SueEasy|15000.0|Curated Web|135000.0|operating|USA|Mountain View|3.0|2007.0|services
8717|Suede Lane|40000.0|Fashion|40000.0|operating|CAN|Toronto|1.0|2011.0|other consumer retail
8718|SuitMe|16000.0|Software|16000.0|operating|ISL|Reykjavík|1.0|2014.0|technology
8719|Suitey|40000.0|Real Estate|40000.0|operating|USA|New York|2.0|2011.0|financials
8720|SumZero|1000000.0|Finance|1000000.0|operating|USA|New York|1.0|2008.0|financials
8721|Sumbola|950563.0||||||||
8722|Summly|300000.0|iPhone|1530000.0|acquired|GBR|London|2.0|2011.0|consumer electronics
8723|SummuS Render|1203068.0|Hardware + Software|1203068.0|operating|ESP|Madrid|1.0|2008.0|technology
8724|Sumo Insight Ltd|98534.0|Mobile|98534.0|operating|GBR|London|1.0|2012.0|consumer electronics
8725|SumoSkinny|75000.0|Colleges|75000.0|operating|USA|Boston|1.0|2010.0|education
8726|Sumpto|350000.0|Direct Marketing|425000.0|operating|USA|New York|2.0|2012.0|sales, marketing and advertising
8727|Sundance Diagnostics|1000.0|Biotechnology|1000.0|operating|USA|Grand Junction|1.0|2012.0|technology
8728|Sunglass|1800000.0|Design|1800000.0|operating|USA|San Francisco|1.0|2011.0|services
8729|SunnyBump|375000.0|Babies|375000.0|closed|USA|Chicago|1.0|2013.0|other consumer retail
